time_years,pH,gems_code,rate_Qtz_mol_s,Ca/Si in CSH
399.0,12.413121016848919,2,1.2147737780027854e-10,1.1024906938440036
400.0,12.411255109622203,2,1.212760717444686e-10,1.1014131069518913
401.0,12.409389887240655,2,1.210751551083472e-10,1.1003378164887103
402.0,12.407525251639806,2,1.2087462048457956e-10,1.0992648488148087
403.0,12.405661127560238,2,1.2067445797709437e-10,1.0981942279331554
404.0,12.403797437587887,2,1.2047465960324507e-10,1.0971259733721013
405.0,12.401934101198387,2,1.2027521715690908e-10,1.0960601085620085
406.0,12.400071034192424,2,1.2007612242723507e-10,1.0949966546795018
407.0,12.398208198218885,2,1.1987736683094498e-10,1.0939356290894462
408.0,12.396345483793137,2,1.1967894588814323e-10,1.092877054665411
409.0,12.394482858262219,2,1.1948084901682106e-10,1.0918209468957958
410.0,12.392620232716572,2,1.1928307232554284e-10,1.0907673242952673
411.0,12.390757563124437,2,1.1908560698417126e-10,1.0897162012750519
412.0,12.388894748735511,2,1.1888844832942902e-10,1.0886676016073427
413.0,12.387031762106378,2,1.1869158667919963e-10,1.0876215355110448
414.0,12.385168557209061,2,1.1849501890123293e-10,1.086578015880179
415.0,12.383305015922764,2,1.1829874013767467e-10,1.0855370663864607
416.0,12.381441153041228,2,1.1810273937809996e-10,1.0844986904720975
417.0,12.37957686031975,2,1.1790701728050404e-10,1.0834629089733507
418.0,12.377712210033973,2,1.1771156367894613e-10,1.0824297602831485
419.0,12.376662548189383,2,1.175163849702677e-10,1.0819571540985309
420.0,12.37523285646791,2,1.173994022589964e-10,1.0809045248008304
421.0,12.37380524648721,2,1.1724456391744846e-10,1.079854761308668
422.0,12.372379286708254,2,1.170900949703879e-10,1.078807965536392
423.0,12.370954031098792,2,1.169359578896837e-10,1.0777640406441285
424.0,12.369529748051681,2,1.1678206412230696e-10,1.0767230020451088
425.0,12.368107004653007,2,1.1662843790863276e-10,1.0756848843391906
426.0,12.366685153312783,2,1.1647512964053317e-10,1.0746496470589515
427.0,12.365264405059392,2,1.1632208013418491e-10,1.0736173027342248
428.0,12.363844678428274,2,1.1616930775845526e-10,1.0725878454063502
429.0,12.362425907080105,2,1.1601680440017742e-10,1.071561267369943
430.0,12.361008112358396,2,1.1586456339552545e-10,1.070537575361451
431.0,12.35959121797074,2,1.1571258604749663e-10,1.069516759748744
432.0,12.358175130897479,2,1.1556086490510893e-10,1.068498808011217
433.0,12.356759852381867,2,1.1540939086641666e-10,1.067483721824056
434.0,12.355345425192324,2,1.152581636055948e-10,1.066471516077304
435.0,12.353931744691005,2,1.1510718605612439e-10,1.06546217191586
436.0,12.352518681841943,2,1.1495644848278632e-10,1.0644556682330504
437.0,12.351106310234144,2,1.1480593895513978e-10,1.0634520233961577
438.0,12.349694542632339,2,1.1465566303230395e-10,1.0624512239089146
439.0,12.348283325971003,2,1.1450561282773948e-10,1.0614532597424797
440.0,12.346872696433717,2,1.1435578293531712e-10,1.0604581482662268
441.0,12.34546250719624,2,1.1420617618409382e-10,1.059465854977109
442.0,12.34405276385125,2,1.1405677893185521e-10,1.0584763845794434
443.0,12.342643458845963,2,1.1390759135613399e-10,1.0574897439334443
444.0,12.341234509023876,2,1.1375861210239922e-10,1.0565059124930976
445.0,12.339825937266731,2,1.1360983352948513e-10,1.0555249095325792
446.0,12.338417613304971,2,1.1346125740869584e-10,1.0545466898047353
447.0,12.337009539957025,2,1.1331287182989164e-10,1.0535712654907792
448.0,12.33560173758105,2,1.131646762068702e-10,1.0525986672281253
449.0,12.334194099409403,2,1.1301667226954816e-10,1.0516288440726598
450.0,12.33278658668382,2,1.128688503491753e-10,1.0506617940863396
451.0,12.331379197823106,2,1.1272120666450832e-10,1.049697531420293
452.0,12.32997186035448,2,1.1257374065464718e-10,1.048736029209377
453.0,12.328564578229015,2,1.1242644575122146e-10,1.0477773047689312
454.0,12.32715727804652,2,1.122793219605183e-10,1.046821330185908
455.0,12.325749936388227,2,1.1213236263879091e-10,1.0458681084554102
456.0,12.326584410385818,2,1.1198556529241753e-10,1.0464002517260367
457.0,12.326614786640066,2,1.1204617246998822e-10,1.0463996147521955
458.0,12.326645107905462,2,1.1203239509512941e-10,1.0463990689790714
459.0,12.326675073182493,2,1.1201861530299268e-10,1.046398298299017
460.0,12.326705075067219,2,1.120048035619868e-10,1.0463975515855406
461.0,12.326735086187973,2,1.1199099653611634e-10,1.0463968120802334
462.0,12.326765096863525,2,1.1197719165935237e-10,1.0463960720974956
463.0,12.326795058119822,2,1.1196338806971753e-10,1.046395295126569
464.0,12.326825137665317,2,1.1194958129342099e-10,1.0463946101641763
465.0,12.326855177043209,2,1.119357865765567e-10,1.0463938946904499
466.0,12.32688505732967,2,1.1192198966294498e-10,1.0463930380279647
467.0,12.326915107937129,2,1.119081791476463e-10,1.0463923293949475
468.0,12.32694515559902,2,1.1189438596061899e-10,1.0463916181204915
469.0,12.326975253297169,2,1.1188059369707895e-10,1.046390965217504
470.0,12.327005307176965,2,1.1186680742772905e-10,1.0463902690338076
471.0,12.327035336876486,2,1.1185301829778686e-10,1.046389548171627
472.0,12.327065356185088,2,1.118392283723564e-10,1.046388813711309
473.0,12.327095249519093,2,1.1182543870005245e-10,1.0463879242957899
474.0,12.327125300070563,2,1.1181163870691522e-10,1.04638720670737
475.0,12.327155362738026,2,1.1179785476690425e-10,1.0463865400181627
476.0,12.32718547219493,2,1.1178407282518915e-10,1.04638590778762
477.0,12.327215497371451,2,1.1177029696511181e-10,1.0463851707275347
478.0,12.327245529211678,2,1.1175651454227243e-10,1.0463844460163814
479.0,12.327275477903772,2,1.1174273392037258e-10,1.0463836118196697
480.0,12.327305584421175,2,1.1172894689285757e-10,1.0463829692618807
481.0,12.327335625268201,2,1.117151760103068e-10,1.0463822424565359
482.0,12.327365642661862,2,1.1170140009876458e-10,1.0463814802996794
483.0,12.327395572648953,2,1.1168762361645061e-10,1.04638064793964
484.0,12.327425692304459,2,1.1167384011929568e-10,1.0463799916919236
485.0,12.327455707101183,2,1.1166007560814135e-10,1.046379246511277
486.0,12.327485771451398,2,1.1164630258296101e-10,1.0463785414775715
487.0,12.327513798404457,2,1.1163253565985013e-10,1.0463774272283826
488.0,12.327545808901032,2,1.1161858885675525e-10,1.046377068680346
489.0,12.327573888466148,2,1.1160499696963557e-10,1.0463758707709325
490.0,12.327601034907987,2,1.1159105572380268e-10,1.0463718700477602
491.0,12.326551037666913,2,1.1157701651410363e-10,1.0455345601452162
492.0,12.32533251774518,2,1.114629207633628e-10,1.0445673888185767
493.0,12.32411640598393,2,1.1133326598219066e-10,1.0436029618955567
494.0,12.32290310244673,2,1.1120393907581416e-10,1.0426412716644322
495.0,12.32169249437327,2,1.1107497625552816e-10,1.0416824287864024
496.0,12.320484548928038,2,1.1094636606473203e-10,1.04072642152368
497.0,12.319279261807502,2,1.1081810452179661e-10,1.039773237788786
498.0,12.31807661035578,2,1.1069019035443411e-10,1.0388228658437864
499.0,12.316876554545475,2,1.1056262057809299e-10,1.0378752943117084
500.0,12.315679084092695,2,1.1043539056500411e-10,1.0369305114448408
501.0,12.314484179306078,2,1.1030849852596992e-10,1.0359885057146003
502.0,12.313291801732776,2,1.1018194179494512e-10,1.0350492659796318
503.0,12.312101944106292,2,1.1005571591680812e-10,1.0341127806889228
504.0,12.310914614496124,2,1.0992981943772556e-10,1.03317903810012
505.0,12.30972971000925,2,1.0980425241080048e-10,1.032248028369894
506.0,12.308547253001285,2,1.0967900418245837e-10,1.031319739734329
507.0,12.307367195272041,2,1.0955407619245258e-10,1.0303941616506844
508.0,12.306189562433222,2,1.094294630666408e-10,1.029471282431128
509.0,12.305014306162507,2,1.093051666159307e-10,1.028551091680047
510.0,12.303841411466841,2,1.0918118147572033e-10,1.0276335785412365
511.0,12.302670851357638,2,1.0905750553216768e-10,1.0267187324407232
512.0,12.301502601116885,2,1.0893413550894011e-10,1.0258065428524585
513.0,12.300336649186423,2,1.0881106835505196e-10,1.0248969991041037
514.0,12.299172959166052,2,1.086883023255829e-10,1.0239900910317095
515.0,12.298011529432454,2,1.0856583323519516e-10,1.0230858079465144
516.0,12.296852321260994,2,1.084436603382187e-10,1.022184139935943
517.0,12.295695330722236,2,1.0832177922772298e-10,1.0212850765346706
518.0,12.294540532383117,2,1.0820018895072827e-10,1.0203886061617014
519.0,12.29338789573912,2,1.0807888653583587e-10,1.019494721781841
520.0,12.292237402759811,2,1.0795786822038845e-10,1.018603413890374
521.0,12.291089046976886,2,1.0783713164417346e-10,1.0177146681256306
522.0,12.289942794819574,2,1.0771667594209888e-10,1.0168284787095159
523.0,12.288798630108174,2,1.0759649696611025e-10,1.0159448315351283
524.0,12.2876565439378,2,1.0747659282006978e-10,1.0150637220923668
525.0,12.286516504138605,2,1.0735696197097285e-10,1.0141851403146467
526.0,12.28537849842711,2,1.0723760059353841e-10,1.0133090721955347
527.0,12.284242511378528,2,1.0711850722454802e-10,1.012435509008673
528.0,12.283108515881809,2,1.0699967995561719e-10,1.0115644479168169
529.0,12.281976500603824,2,1.0688111517443585e-10,1.0106958673658737
530.0,12.28237588298256,2,1.0676281159304174e-10,1.011693113891117
531.0,12.281961552109053,2,1.0679088771899713e-10,1.0116979811424787
532.0,12.28154781099112,2,1.0674121103037702e-10,1.0117028380506794
533.0,12.281134656849826,2,1.0669161152875383e-10,1.0117076770174396
534.0,12.28072826870561,2,1.0664208891543286e-10,1.0117124961089792
535.0,12.280332841640426,2,1.0659316070773136e-10,1.0117172751950085
536.0,12.279898700425514,2,1.0654517742664947e-10,1.0117221345293652
537.0,12.27948788998623,2,1.064939796912386e-10,1.0117269304242358
538.0,12.279077648790535,2,1.0644476321725993e-10,1.0117317128976122
539.0,12.278667990927696,2,1.0639562174895732e-10,1.0117364821989403
540.0,12.278258911746885,2,1.0634655623396911e-10,1.0117412369338892
541.0,12.277850412759138,2,1.0629756624277597e-10,1.0117459850618589
542.0,12.2774424826349,2,1.0624865187857924e-10,1.0117507214067982
543.0,12.277035129467937,2,1.061998119849352e-10,1.0117557747958197
544.0,12.276628345923108,2,1.0615104722165383e-10,1.0117602352038944
545.0,12.276222134507364,2,1.0610235685473654e-10,1.0117648516453814
546.0,12.27581649110065,2,1.0605374112022337e-10,1.011769535704193
547.0,12.275411435270522,2,1.0600519930059818e-10,1.0117742129341678
548.0,12.275006882648077,2,1.0595673319263696e-10,1.0117788418281108
549.0,12.274602959508506,2,1.0590833522336285e-10,1.011783529705309
550.0,12.274199585365798,2,1.0586001698099683e-10,1.0117881696637858
551.0,12.273796742221574,2,1.0581177053743152e-10,1.011792763843903
552.0,12.273394487314173,2,1.0576359426034498e-10,1.0117973828178408
553.0,12.272992793244772,2,1.0571549365679743e-10,1.0118019947574282
554.0,12.272591655776576,2,1.056674659639445e-10,1.0118065951333053
555.0,12.272191066956921,2,1.0561951070045322e-10,1.0118111666318628
556.0,12.271791041240323,2,1.055716269960249e-10,1.011815743085447
557.0,12.271391566542508,2,1.0552381625532485e-10,1.0118203066844658
558.0,12.27099264672359,2,1.0547607718179102e-10,1.0118248575558433
559.0,12.27059427489271,2,1.0542841010862111e-10,1.0118293949721258
560.0,12.270196455979233,2,1.0538081428975919e-10,1.0118339253670456
561.0,12.269799179874067,2,1.0533329015123542e-10,1.0118384366941995
562.0,12.269402455002467,2,1.0528583662493087e-10,1.0118429432906744
563.0,12.269006282749457,2,1.0523845448958935e-10,1.0118474493350498
564.0,12.268610636769537,2,1.0519114382726329e-10,1.0118519169461602
565.0,12.268215545596998,2,1.0514390193665225e-10,1.0118563919870076
566.0,12.267820992670272,2,1.0509673161645422e-10,1.0118608504368733
567.0,12.26742698091876,2,1.0504963114929379e-10,1.0118652993951638
568.0,12.267033512442142,2,1.050026007687352e-10,1.0118697441275624
569.0,12.26664058293974,2,1.0495564062875845e-10,1.0118741797753923
570.0,12.26624817671227,2,1.0490875023584926e-10,1.0118785843244857
571.0,12.265856316572574,2,1.0486192795529996e-10,1.0118829955449253
572.0,12.265464989897293,2,1.0481517602815437e-10,1.0118873955952432
573.0,12.265074191396002,2,1.0476849311965458e-10,1.011891777977398
574.0,12.26468393144565,2,1.0472187864829381e-10,1.0118961612176978
575.0,12.264294194374312,2,1.046753335933323e-10,1.0119005229085345
576.0,12.263904986131225,2,1.0462885632906567e-10,1.0119048740655412
577.0,12.263516308526015,2,1.0458244738982388e-10,1.0119092206662361
578.0,12.263128158261074,2,1.045361069148608e-10,1.0119135584951577
579.0,12.262740528919883,2,1.044898345117859e-10,1.0119178787092125
580.0,12.26235343087174,2,1.044436294570641e-10,1.0119222007164077
581.0,12.261966838515404,2,1.0439749277765047e-10,1.011926487421976
582.0,12.261580783098049,2,1.0435142180335032e-10,1.011930788411819
583.0,12.261195236715118,2,1.0430541965787227e-10,1.0119350619834129
584.0,12.260810213287806,2,1.0425948345747878e-10,1.0119393319835512
585.0,12.260425714113417,2,1.042136145584359e-10,1.0119436029745505
586.0,12.260041729948496,2,1.0416781303455781e-10,1.0119478625754998
587.0,12.259658250987753,2,1.0412207790873669e-10,1.0119520956420835
588.0,12.259275290864684,2,1.0407640812392221e-10,1.011956327376266
589.0,12.25889284045373,2,1.0403080501491294e-10,1.0119605447634474
590.0,12.2585109058434,2,1.0398526760334007e-10,1.0119647602784319
591.0,12.258129479621502,2,1.0393979645552361e-10,1.0119689613972664
592.0,12.2577485580046,2,1.038943907536621e-10,1.0119731469042967
593.0,12.257368151175136,2,1.0384905010307198e-10,1.0119773341967417
594.0,12.256988246153849,2,1.0380377543876494e-10,1.0119815041948041
595.0,12.256608847075418,2,1.0375856542059572e-10,1.0119856655427437
596.0,12.256229959634835,2,1.0371342040955944e-10,1.0119898290986
597.0,12.255851560349463,2,1.0366834092333302e-10,1.0119939599081968
598.0,12.255473667673385,2,1.0362332456224803e-10,1.0119980888469777
599.0,12.255096277922767,2,1.0357837312015667e-10,1.0120022120118333
600.0,12.254719391080704,2,1.0353348617676512e-10,1.012006331228523
601.0,12.254342988825496,2,1.0348866367646167e-10,1.0120104196257667
602.0,12.25396710247166,2,1.034439037482116e-10,1.0120145283035482
603.0,12.253591705502723,2,1.0339920945468331e-10,1.0120186174216255
604.0,12.253216797108346,2,1.0335457810508887e-10,1.01202268761744
605.0,12.252842385852015,2,1.0331000957030808e-10,1.0120267541284282
606.0,12.252468469455126,2,1.0326550464938719e-10,1.0120308151250628
607.0,12.25209503805977,2,1.032210630684394e-10,1.0120348572274964
608.0,12.251722101766793,2,1.031766837949814e-10,1.0120388978579462
609.0,12.251349650922695,2,1.0313236778400433e-10,1.012042923944672
610.0,12.2509776888081,2,1.0308811402834139e-10,1.0120469422396483
611.0,12.25060621349457,2,1.030439228011472e-10,1.0120509516637863
612.0,12.250235226870855,2,1.0299979386374432e-10,1.012054956729409
613.0,12.249864719068004,2,1.0295572734839615e-10,1.0120589442609529
614.0,12.24949469820719,2,1.0291172223938105e-10,1.012062928248191
615.0,12.249125159116275,2,1.0286777928090913e-10,1.0120669026454345
616.0,12.248756098078786,2,1.028238979167865e-10,1.0120708636004685
617.0,12.248387515028364,2,1.0278007773565073e-10,1.0120748128068724
618.0,12.248019420261096,2,1.0273631868280406e-10,1.0120787667559916
619.0,12.247651796195546,2,1.0269262170117869e-10,1.0120827018106042
620.0,12.247284648870277,2,1.0264898504239447e-10,1.012086628017363
621.0,12.24691797332352,2,1.026054092388417e-10,1.0120905402307714
622.0,12.246551773938739,2,1.0256189376535446e-10,1.0120944461371335
623.0,12.246186086859158,2,1.0251843899166654e-10,1.0120983984522485
624.0,12.245820839897915,2,1.0247504829398538e-10,1.0121022942321725
625.0,12.245456060086317,2,1.0243171475454877e-10,1.0121061773145585
626.0,12.2450917524771,2,1.0238844089338954e-10,1.012110054779204
627.0,12.244727917029323,2,1.0234522717025425e-10,1.0121139216241355
628.0,12.24436453799144,2,1.0230207339331345e-10,1.012117777192733
629.0,12.24400157951907,2,1.0225897833755852e-10,1.0121215572570685
630.0,12.243639255302153,2,1.0221593834926237e-10,1.012125546645084
631.0,12.243277457390771,2,1.0217297328045959e-10,1.012129592248967
632.0,12.242915728952084,2,1.0213007293419706e-10,1.0121331493954147
633.0,12.242244986905433,2,1.020871953394046e-10,1.0117546454355584
634.0,12.241281470731863,2,1.0201607319952823e-10,1.0110145758326485
635.0,12.240319017058159,2,1.01918218077976e-10,1.01027575639809
636.0,12.239358027259179,2,1.0182051251121908e-10,1.0095386799712716
637.0,12.238398480348673,2,1.0172299291469926e-10,1.008803356722819
638.0,12.237440386946254,2,1.0162565718887753e-10,1.0080697660577491
639.0,12.236483712607054,2,1.0152850583362889e-10,1.0073379079337492
640.0,12.235528450823326,2,1.0143153543669052e-10,1.0066077766988073
641.0,12.234574595380387,2,1.0133474506260309e-10,1.0058793618177757
642.0,12.23362212398826,2,1.0123813383182353e-10,1.0051526615923474
643.0,12.232671040432903,2,1.0114169939127551e-10,1.0044276689357818
644.0,12.231721320952905,2,1.0104544170600699e-10,1.0037043773158152
645.0,12.230772956788918,2,1.0094935842169997e-10,1.0029827803009077
646.0,12.229825942681739,2,1.0085344831733965e-10,1.0022628739063055
647.0,12.228880258955611,2,1.0075771068749745e-10,1.00154464949754
648.0,12.227935895689253,2,1.0066214335248492e-10,1.0008281027246495
649.0,12.226992843673912,2,1.0056674519274603e-10,1.000113228028494
650.0,12.226051095411936,2,1.004715150087163e-10,0.999400019087778
651.0,12.225110626845996,2,1.0037645181189492e-10,0.998688470284639
652.0,12.224171442979724,2,1.0028155322693774e-10,0.9979785754792017
653.0,12.223233524556731,2,1.0018681929065521e-10,0.9972703293749138
654.0,12.22229686222544,2,1.0009224801974773e-10,0.9965637261146417
655.0,12.221361445524947,2,9.999783827726198e-11,0.9958587600362107
656.0,12.220427263092983,2,9.990358882877313e-11,0.9951554254947623
657.0,12.21949430550939,2,9.980949836279653e-11,0.9944537170671051
658.0,12.218562563876173,2,9.97155657443417e-11,0.9937536288603033
659.0,12.21763201862541,2,9.962178985768012e-11,0.9930551551912116
660.0,12.216702669927383,2,9.952816876077394e-11,0.9923582911681409
661.0,12.21577450260858,2,9.943470209725354e-11,0.9916630308248386
662.0,12.214847508214403,2,9.934138825120653e-11,0.9909693682101509
663.0,12.213921674764089,2,9.924822622058352e-11,0.9902772993895135
664.0,12.212996998830823,2,9.91552146186306e-11,0.9895868183859436
665.0,12.212073453280093,2,9.906235271646435e-11,0.9888979184725203
666.0,12.211151044575379,2,9.8969638275825e-11,0.9882105956635105
667.0,12.210229758661303,2,9.887707125079808e-11,0.9875248443152437
668.0,12.20930958522775,2,9.878465008125155e-11,0.9868406593554341
669.0,12.20839050944076,2,9.869237366766455e-11,0.9861580349778202
670.0,12.20747253382572,2,9.860024055281179e-11,0.9854769667746694
671.0,12.206555653583447,2,9.850825042620285e-11,0.984797446345752
672.0,12.205639807237478,2,9.841640284810394e-11,0.984119475675595
673.0,12.204725042305958,2,9.83246922355982e-11,0.9834430421385147
674.0,12.20381133041805,2,9.823312223384698e-11,0.9827681440228129
675.0,12.202898697038545,2,9.814169020447749e-11,0.982094776001836
676.0,12.202827071246308,2,9.805039785921728e-11,0.9819056276956468
677.0,12.203072546391425,2,9.802961720672413e-11,0.9818987306378342
678.0,12.20331850056417,2,9.803540976914166e-11,0.9818920225875744
679.0,12.203564988298012,2,9.80412396308872e-11,0.9818855198968999
680.0,12.203810920108126,2,9.804711056585312e-11,0.981878587605171
681.0,12.204057602559987,2,9.805293182689904e-11,0.9818719940917962
682.0,12.20430426748118,2,9.805881244501931e-11,0.981865355906565
683.0,12.204551087707683,2,9.806468834635058e-11,0.9818585731976415
684.0,12.204798074410485,2,9.807057392783843e-11,0.9818518510353281
685.0,12.205045277561858,2,9.807647005949039e-11,0.9818451528284536
686.0,12.205292534769596,2,9.808238102732782e-11,0.9818383785139152
687.0,12.205539988981945,2,9.808829315895609e-11,0.981831628241191
688.0,12.205787612420597,2,9.809421856420238e-11,0.9818248751444902
689.0,12.206035396939978,2,9.810015477420989e-11,0.9818181042286687
690.0,12.206283341992606,2,9.810610109258173e-11,0.9818113281016178
691.0,12.206531449070676,2,9.81120575257809e-11,0.9818045416780061
692.0,12.206779713003545,2,9.811802416724663e-11,0.9817977474615321
693.0,12.207028141355728,2,9.812400062629419e-11,0.9817909439176274
694.0,12.207276730180242,2,9.812998749106908e-11,0.9817841299238322
695.0,12.20752544684823,2,9.813598445204068e-11,0.9817772467336253
696.0,12.207774395438049,2,9.81419890129899e-11,0.981770494663601
697.0,12.20802346151848,2,9.81480092173522e-11,0.9817636250075061
698.0,12.227013091743913,2,9.81540360695816e-11,0.993891184682375
699.0,12.226179179367973,2,9.9752939107698e-11,0.9931677342487067
700.0,12.225345389252594,2,9.966640347726795e-11,0.9924459540823684
701.0,12.224511721926762,2,9.957992158143358e-11,0.9917258380018609
702.0,12.223678181490694,2,9.949349333778829e-11,0.9910073870242749
703.0,12.222844758719106,2,9.940711896693285e-11,0.9902905887666296
704.0,12.222011455381953,2,9.932079745003267e-11,0.9895754438535589
705.0,12.221178273940886,2,9.923452886119038e-11,0.98886194231323
706.0,12.220345208396303,2,9.914831337210974e-11,0.988150080834523
707.0,12.219512257549447,2,9.906215028325062e-11,0.9874398536521954
708.0,12.21867941991794,2,9.897603934734545e-11,0.9867312577003321
709.0,12.217846694652884,2,9.888998027347548e-11,0.9860242867950845
710.0,12.217014079921835,2,9.880397288523609e-11,0.9853189359180335
711.0,12.216181574547042,2,9.871801689326624e-11,0.9846152004016296
712.0,12.21534917515473,2,9.863211206877393e-11,0.9839130739929132
713.0,12.21451687878251,2,9.85462579961321e-11,0.9832125529545964
714.0,12.213684688476565,2,9.846045420555982e-11,0.9825136316044997
715.0,12.212852599196516,2,9.837470100531156e-11,0.9818163050418584
716.0,12.212020611482782,2,9.828899773787266e-11,0.9811205834010311
717.0,12.211188717984053,2,9.82033443644741e-11,0.9804264312018163
718.0,12.210356920451261,2,9.811774005938562e-11,0.9797338594369435
719.0,12.209525218886933,2,9.803218484729614e-11,0.979042862891555
720.0,12.208693607112346,2,9.79466787450155e-11,0.9783534368927331
721.0,12.207862085480638,2,9.786122091739394e-11,0.9776655763785076
722.0,12.207030648672482,2,9.77758113833378e-11,0.9769792761232253
723.0,12.20619929906214,2,9.769044952427194e-11,0.9762945322476798
724.0,12.205368032685918,2,9.760513543114455e-11,0.9756113396912521
725.0,12.204536847288946,2,9.751986861418611e-11,0.9749296936787186
726.0,12.20370574120189,2,9.743464875358368e-11,0.9742495897694863
727.0,12.202874711705865,2,9.734947555060225e-11,0.9735710225087656
728.0,12.202043755563022,2,9.726434879302635e-11,0.9728939874764317
729.0,12.201212870139932,2,9.717926799053629e-11,0.9722184800010465
730.0,12.200382053559924,2,9.70942327909762e-11,0.9715444955167463
731.0,12.19955130739025,2,9.700924291064481e-11,0.9708720292260434
732.0,12.198720628265425,2,9.69242984225034e-11,0.970201076465263
733.0,12.197890009739993,2,9.683939893039094e-11,0.9695316329488927
734.0,12.19705945145403,2,9.675454367385836e-11,0.9688636939086939
735.0,12.196228950669099,2,9.666973256367594e-11,0.9681972549126708
736.0,12.195398506819547,2,9.65849652143526e-11,0.9675323111355594
737.0,12.19456811579888,2,9.65002415419656e-11,0.96686885828187
738.0,12.193737774695446,2,9.641556102005505e-11,0.9662068919296274
739.0,12.192907480897604,2,9.633092326615705e-11,0.965546407596482
740.0,12.192077233917248,2,9.62463279459133e-11,0.9648874005933576
741.0,12.191247028869734,2,9.616177496703551e-11,0.9642298667879327
742.0,12.190416865746478,2,9.607726371765925e-11,0.9635738014262554
743.0,12.189586739385453,2,9.59927941770422e-11,0.9629192005095005
744.0,12.18875664967554,2,9.590836568283333e-11,0.9622660592449862
745.0,12.187926591631703,2,9.582397823109095e-11,0.9616143736579509
746.0,12.187096563815823,2,9.573963117848841e-11,0.960964139250644
747.0,12.18626656427017,2,9.565532433645433e-11,0.9603153516013133
748.0,12.185436589658627,2,9.557105745794123e-11,0.9596680065162045
749.0,12.184606638498526,2,9.548683011928569e-11,0.9590220995312299
750.0,12.183776705624814,2,9.540264213912188e-11,0.9583776267714429
751.0,12.182946789643033,2,9.531849285639244e-11,0.9577345838036844
752.0,12.182116889319566,2,9.523438209954083e-11,0.957092966182953
753.0,12.181286999657145,2,9.515030972350559e-11,0.9564527700565001
754.0,12.18045711958619,2,9.506627508999909e-11,0.9558139909875452
755.0,12.17962724488285,2,9.498227807747712e-11,0.9551766250393875
756.0,12.178797374922429,2,9.489831815018065e-11,0.954540667737048
757.0,12.177967504710349,2,9.481439525061491e-11,0.9539061152923487
758.0,12.177137632635812,2,9.473050874225575e-11,0.9532729634263182
759.0,12.176307756754388,2,9.464665843594784e-11,0.9526412079098497
760.0,12.175477872333486,2,9.456284410610594e-11,0.9520108449688856
761.0,12.174647978567231,2,9.447906514992721e-11,0.9513818702448521
762.0,12.173818070865769,2,9.439532149392965e-11,0.9507542799664948
763.0,12.172988147227448,2,9.431161255789392e-11,0.9501280699930266
764.0,12.1721582057097,2,9.422793810845185e-11,0.9495032361825524
765.0,12.171328242421367,2,9.41442979257321e-11,0.9488797747137918
766.0,12.17049825412923,2,9.406069152297405e-11,0.9482576816745388
767.0,12.169668239169695,2,9.397711850634747e-11,0.947636952931954
768.0,12.168838194000797,2,9.389357869573079e-11,0.947017584654685
769.0,12.168008115593999,2,9.38100716562364e-11,0.9463995729594422
770.0,12.167178002148805,2,9.372659702049238e-11,0.9457829137825687
771.0,12.166347849678573,2,9.364315459497501e-11,0.9451676034032841
772.0,12.165517655452676,2,9.355974388676477e-11,0.9445536379398275
773.0,12.164687416975015,2,9.347636457213493e-11,0.9439410134788259
774.0,12.16385713130714,2,9.33930163663073e-11,0.9433297261960496
775.0,12.163026794935607,2,9.33096989211598e-11,0.9427197723691995
776.0,12.162196406334699,2,9.322641180896744e-11,0.9421111479982556
777.0,12.16136596103825,2,9.314315487943718e-11,0.9415038495239052
778.0,12.160535457060371,2,9.305992757751848e-11,0.9408978730516734
779.0,12.159704890868488,2,9.297672968818232e-11,0.9402932149136306
780.0,12.158874260506485,2,9.28935607886912e-11,0.939689871242971
781.0,12.15804356179814,2,9.281042067057058e-11,0.939087838496944
782.0,12.15721279240186,2,9.272730882194211e-11,0.9384871128939154
783.0,12.156381950185452,2,9.264422498310276e-11,0.9378876906356436
784.0,12.155551030772882,2,9.256116892623588e-11,0.9372895682543166
785.0,12.154720031991271,2,9.247814011238488e-11,0.9366927419915677
786.0,12.15388895081148,2,9.239513830812828e-11,0.936097208223436
787.0,12.153057783885796,2,9.231216316224583e-11,0.9355029633800015
788.0,12.152226528563746,2,9.222921428224471e-11,0.9349100038165908
789.0,12.15139518248108,2,9.21462913703404e-11,0.9343183258657655
790.0,12.150563741504612,2,9.206339416922892e-11,0.9337279261101693
791.0,12.149732203798244,2,9.198052217895304e-11,0.9331388008422832
792.0,12.148900564966178,2,9.18976752165447e-11,0.9325509467051425
793.0,12.14806882380757,2,9.181485274867923e-11,0.9319643599458626
794.0,12.147236976163349,2,9.173205467808374e-11,0.9313790372040694
795.0,12.146405018945527,2,9.164928050608478e-11,0.9307949750002327
796.0,12.14557294951638,2,9.156652987804282e-11,0.9302121698091631
797.0,12.144740765184924,2,9.1483802504e-11,0.929630618126903
798.0,12.143908463292126,2,9.140109808753594e-11,0.9290503164679536
799.0,12.143076039750186,2,9.131841633319142e-11,0.9284712615317369
800.0,12.142243491064928,2,9.123575675563958e-11,0.9278934499553297
801.0,12.14141081612273,2,9.115311895280798e-11,0.9273168781102706
802.0,12.14057801114361,2,9.107050283889359e-11,0.9267415426998774
803.0,12.13974507303061,2,9.09879079728142e-11,0.926167440362145
804.0,12.138911998465193,2,9.090533400459895e-11,0.9255945677748314
