time_years,quartz,CSH,ettringite,thaumasite,monosulphate,monocarbonate,hydrotalcite,Kuzel_s,Friedel_s,straetlingite,calcite,MSH,gypsum,portlandite,zeolites,hydrogarnet,ferrihydrite,Al(OH)3(mic)
11.0,603.3193470015664,120.69396624002407,30.331364735185247,0.0,0.0,10.196815120056879,10.06052388478589,0.0,0.0,0.0,65.40141539961824,0.0,0.0,55.85156582194099,0.0,21.98175885805918,0.0,0.0
12.0,603.1412658591685,121.40529395895165,30.332282501220384,0.0,0.0,10.19625418332461,10.060523884736135,0.0,0.0,0.0,65.40141190414168,0.0,0.0,55.43288937123788,0.0,21.981872552455293,0.0,0.0
13.0,602.9634061140306,122.11575032873459,30.333191531116572,0.0,0.0,10.195697982650925,10.060523884686587,0.0,0.0,0.0,65.40140833773741,0.0,0.0,55.01471006988863,0.0,21.981985480638638,0.0,0.0
14.0,602.785766730825,122.82533931651943,30.33409194615655,0.0,0.0,10.195146456551765,10.060523884637236,0.0,0.0,0.0,65.40140470273941,0.0,0.0,54.5970257783814,0.0,21.98209765106093,0.0,0.0
15.0,602.6083466833471,123.53406462190027,30.33498267727406,0.0,0.0,10.194599773317117,10.060523884588097,0.0,0.0,0.0,65.40140117315887,0.0,0.0,54.17983447755332,0.0,21.98220920773762,0.0,0.0
16.0,602.4311449548264,124.24193066356226,30.335867376603368,0.0,0.0,10.19405702433607,10.060523884539151,0.0,0.0,0.0,65.40139726642342,0.0,0.0,53.763133834979996,0.0,21.982319846907565,0.0,0.0
17.0,602.2541605363296,124.94894091480448,30.336741504586602,0.0,0.0,10.193519549670006,10.060523884490403,0.0,0.0,0.0,65.40139357932729,0.0,0.0,53.34692192877469,0.0,21.982429834890944,0.0,0.0
18.0,602.0773924287189,125.65509942657351,30.33760871527272,0.0,0.0,10.192986157288509,10.060523884441851,0.0,0.0,0.0,65.40138967318313,0.0,0.0,52.93119659455351,0.0,21.982539021658695,0.0,0.0
19.0,601.9008396408409,126.36041003457319,30.338468926885916,0.0,0.0,10.192456856481149,10.060523884393493,0.0,0.0,0.0,65.40138557164599,0.0,0.0,52.515955755230195,0.0,21.982647421320046,0.0,0.0
20.0,601.7245011901185,127.06487618896766,30.33932016382077,0.0,0.0,10.191932120549966,10.060523884345335,0.0,0.0,0.0,65.40138155976565,0.0,0.0,52.101197518398095,0.0,21.982755210439546,0.0,0.0
21.0,601.5483761030123,127.76850155501637,30.340162324774653,0.0,0.0,10.191411896824638,10.06052388429738,0.0,0.0,0.0,65.401377674904,0.0,0.0,51.68691989576778,0.0,21.98286244115693,0.0,0.0
22.0,601.3724634144406,128.47129059448972,30.340999183120708,0.0,0.0,10.19089543967322,10.060523884249605,0.0,0.0,0.0,65.40137338699856,0.0,0.0,51.273120522367726,0.0,21.982968694374883,0.0,0.0
23.0,601.1967621662245,129.17324599174114,30.341826068982428,0.0,0.0,10.190383581326914,10.060523884202041,0.0,0.0,0.0,65.40136939223503,0.0,0.0,50.859797873809875,0.0,21.98307454096668,0.0,0.0
24.0,601.0212714100677,129.87437218289122,30.342647805404614,0.0,0.0,10.189875203668942,10.060523884154659,0.0,0.0,0.0,65.40136503507065,0.0,0.0,50.44694959634809,0.0,21.983179534617776,0.0,0.0
25.0,600.8459902042188,130.57467247625826,30.34346097022941,0.0,0.0,10.189371323430834,10.060523884107468,0.0,0.0,0.0,65.40136076549034,0.0,0.0,50.03457387161702,0.0,21.983283872698482,0.0,0.0
26.0,600.6709176156106,131.27415038715912,30.3442656917435,0.0,0.0,10.188871809033673,10.060523884060471,0.0,0.0,0.0,65.40135659239898,0.0,0.0,49.622668786935165,0.0,21.983387599925614,0.0,0.0
27.0,600.4960527190923,131.97280989431857,30.345065582596284,0.0,0.0,10.188375650361678,10.060523884013653,0.0,0.0,0.0,65.40135205383726,0.0,0.0,49.211232202299094,0.0,21.98349047612279,0.0,0.0
28.0,600.3213945963658,132.6706537463745,30.34585599430039,0.0,0.0,10.187883889206558,10.06052388396704,0.0,0.0,0.0,65.40134780901066,0.0,0.0,48.80026258146136,0.0,21.98359295343562,0.0,0.0
29.0,600.1469423382316,133.36768629479434,30.3466417230009,0.0,0.0,10.187395452906959,10.060523883920604,0.0,0.0,0.0,65.40134319748891,0.0,0.0,48.389757600506464,0.0,21.983694566441425,0.0,0.0
30.0,599.9726950415156,134.06391042239395,30.34741936808496,0.0,0.0,10.186911100598037,10.06052388387436,0.0,0.0,0.0,65.40133870582729,0.0,0.0,47.979715659822084,0.0,21.983795647940596,0.0,0.0
31.0,599.7986518115712,134.75932977209317,30.348190183960025,0.0,0.0,10.186430517340339,10.060523883828301,0.0,0.0,0.0,65.40133417372799,0.0,0.0,47.57013478503117,0.0,21.98389609571918,0.0,0.0
32.0,599.6248117607589,135.45394776264385,30.34895426211028,0.0,0.0,10.185953656727412,10.060523883782432,0.0,0.0,0.0,65.40132960221842,0.0,0.0,47.161013112804476,0.0,21.983995916100415,0.0,0.0
